"","id","Training.condition","Advert.1","Advert.2","Advert.3","Advert.4","election_reg","recall_num","recall_correct","name_correct","name_incorrect","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","useful_rank_1","useful_rank_2","useful_rank_3","useful_rank_4","useful_rank_5","useful_rank_6","useful_rank_6_TEXT","reg_know","EPE_1","EPE_2","EPE_3","EPE_4","general_confidence_1","general_confidence_2","general_confidence_3","general_confidence_4","general_confidence_5","general_confidence_6","general_confidence_7","general_confidence_8","general_confidence_9","democracy","political_interest","external_efficacy","internal_efficacy","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","EPE_mean","political_trust","political_mistrust","political_cynicism"
"1147",1186,"1","0","1","1","0",3,"2","correct",3,0,"1","0","1","1","0","0","0","0",4,3,1,2,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",3,6,2,7,3,5,4,1,2,2,5,3,5,2,4,2,2,"1 to 2 hours ","Once every couple of days	","I do not identify with any political party",78,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,4,1.66666666666667,4.33333333333333
"1148",1187,"0","1","0","0","1",1,"Not sure","incorrect",2,0,"0","1","0","1","0","0","0","0",1,2,5,3,4,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",2,2,3,5,1,3,2,6,6,7,5,6,7,2,5,2,2,"1 to 2 hours ","2-5 times a day","Other, please specify___________",33,"Male","Postgraduate (e.g. M.Sc, Ph.D)","Mixed",3,2,6.33333333333333,6
"1149",1189,"1","1","0","1","0",3,"4","incorrect",4,0,"1","1","1","1","0","0","0","0",3,1,2,4,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",6,6,5,6,2,6,3,5,4,6,5,4,7,2,4,2,3,"1/2 hour to 1 hour ","Never","I do not identify with any political party",56,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",5.75,3.66666666666667,5,5.33333333333333
"1150",1190,"1","0","1","1","0",3,"4","incorrect",4,0,"1","1","1","1","0","0","0","0",1,3,4,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,6,2,5,1,1,1,3,3,3,7,7,7,2,3,1,1,"None, No time at all ","2-5 times a day","Labour",42,"Female","GCSE level, or equivalent","White",4.25,1,3,7
"1151",1191,"0","1","0","0","1",1,"0","incorrect",2,0,"0","0","1","1","0","0","0","0",2,1,5,3,4,6,"","Not sure",1,2,6,2,1,1,1,3,4,6,7,7,7,1,3,1,1,"1/2 hour to 1 hour ","Once a day	","Labour",32,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Asian",2.75,1,4.33333333333333,7
"1152",1192,"1","1","0","0","1",2,"2","correct",1,0,"1","0","0","0","0","0","0","0",1,3,5,2,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,2,2,2,1,2,2,2,3,4,5,6,6,1,1,1,1,"Not sure","More than five times a day	","I do not identify with any political party",36,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,1.66666666666667,3,5.66666666666667
"1153",1193,"0","1","0","0","1",3,"1","incorrect",1,0,"1","0","0","0","0","0","0","0",1,3,2,5,4,6,"","Not sure",2,3,2,3,1,1,4,1,4,4,7,6,7,1,1,1,1,"None, No time at all ","More than five times a day	","I do not identify with any political party",25,"Female","A-level, or equivalent","White",2.5,2,3,6.66666666666667
"1154",1194,"1","0","1","0","1",2,"2","correct",3,0,"1","1","0","1","0","0","0","0",1,3,5,2,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,6,6,7,1,1,6,7,7,7,7,7,1,4,1,4,NA,"Once a day	","I do not identify with any political party",34,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Other",6,3,6.66666666666667,7
"1155",1195,"1","0","1","1","0",3,"3","incorrect",2,0,"0","1","0","1","0","0","0","0",1,3,5,2,4,6,"","Not sure",4,5,5,5,1,1,1,4,5,7,7,7,7,1,3,1,2,"Less than 1/2 hour ","Once a day	","I do not identify with any political party",29,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,1,5.33333333333333,7
"1156",1196,"1","0","1","0","1",2,"0","incorrect",1,1,"0","0","1","0","0","1","0","0",6,2,4,1,3,5,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,5,5,2,2,4,4,6,7,6,6,6,1,4,2,2,"Less than 1/2 hour ","Once every couple of days	","Labour",31,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.5,2.66666666666667,5.66666666666667,6
"1157",1197,"0","0","1","0","1",6,"3","incorrect",3,2,"1","0","1","1","1","0","1","0",1,4,2,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,7,2,7,1,2,2,1,1,1,6,7,6,3,3,4,2,"Less than 1/2 hour ","Never","Labour",22,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",4.75,1.66666666666667,1,6.33333333333333
"1158",1198,"0","0","1","1","0",3,"Not sure","incorrect",0,0,"0","0","0","0","0","0","0","0",1,5,4,2,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,6,5,6,4,3,3,5,5,5,6,7,6,2,3,3,2,"1/2 hour to 1 hour ","Once a day	","Conservative",59,"Male","Postgraduate (e.g. M.Sc, Ph.D)","Black",5.5,3.33333333333333,5,6.33333333333333
"1159",1199,"1","0","1","0","1",4,"0","incorrect",1,0,"0","1","0","0","0","0","0","0",2,3,5,1,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",1,4,1,4,4,1,4,1,2,4,6,4,4,2,2,1,3,"Less than 1/2 hour ","Once a day	","Conservative",61,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2.5,3,2.33333333333333,4.66666666666667
"1160",1200,"0","1","0","1","0",4,"Not sure","incorrect",1,0,"0","0","0","1","0","0","0","0",4,3,1,6,5,2,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,5,6,5,1,1,3,3,5,7,7,7,2,4,1,1,"1/2 hour to 1 hour ","Less than once a week","Labour",51,"Male","A-level, or equivalent","White",5.75,2.33333333333333,3.66666666666667,7
"1161",1201,"1","0","1","0","1",1,"2","correct",2,1,"0","1","0","1","0","0","0","1",6,5,2,4,3,1,"ITS BEYOND ME WHY ANYONE WOULD FIND ANY OF THIS USEFUL. THERE ARE SEVERAL VERY TRUTWORTHY SOURCES FOR NEWS AND INFORMATION. NOT THE BBC OR SKY OBVIOUSLY SO WHY PEOPLE LOOK AT THIS BIAST. VITRIOLIC NONSENSE ON ANTI SOCIAL MEDIA IS BEYOND ME BUT IT DOES SEEM TO ATTRACY A LOT OF GULLIBLE PEOPLE AND THEY GET MANIPU;ATED/ VERY WORRYING.","There are no regulatory controls on any type of political advertising during UK elections",7,6,7,7,3,2,1,7,7,7,5,7,7,1,5,1,1,NA,"Never","Reform UK",70,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6.75,2,7,6.33333333333333
"1162",1202,"1","0","1","0","1",3,"2","correct",2,0,"1","1","0","0","0","0","0","0",2,4,3,1,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",3,3,3,3,4,4,3,4,6,5,4,4,5,2,4,3,2,"1/2 hour to 1 hour ","Never","Labour",36,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,3.66666666666667,5,4.33333333333333
"1163",1203,"0","1","0","1","0",5,"1","incorrect",1,0,"0","0","0","1","0","0","0","0",1,3,2,5,4,6,"politicians ","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,4,6,2,1,2,2,1,3,2,3,2,2,2,2,1,"Less than 1/2 hour ","Once a week	","Green Party",22,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.5,1.66666666666667,2,2.33333333333333
"1164",1204,"0","1","0","1","0",6,"3","incorrect",2,1,"1","0","0","1","0","1","0","0",1,4,2,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,5,6,5,2,5,3,5,6,6,6,6,7,2,5,3,3,NA,"2-5 times a day","Labour",66,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.5,3.33333333333333,5.66666666666667,6.33333333333333
"1165",1205,"0","0","1","0","1",1,"Not sure","incorrect",2,0,"1","1","0","0","0","0","0","0",1,2,5,4,3,6,"","Not sure",4,5,5,5,1,1,1,4,4,4,7,7,7,3,3,1,1,"Less than 1/2 hour ","Less than once a week","I do not identify with any political party",49,"Male","A-level, or equivalent","White",4.75,1,4,7
"1166",1206,"0","1","0","0","1",3,"Not sure","incorrect",0,0,"0","0","0","0","0","0","0","0",1,3,5,2,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,4,3,4,3,3,4,2,3,3,4,6,5,3,2,2,2,"None, No time at all ","Never","Conservative",75,"Male","GCSE level, or equivalent","White",3.75,3.33333333333333,2.66666666666667,5
"1167",1207,"0","1","0","0","1",2,"3","incorrect",3,0,"1","1","0","1","0","0","0","0",4,1,5,2,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,3,5,3,3,2,3,2,5,2,5,5,5,2,4,2,2,NA,"Never","Labour",64,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",3.25,2.66666666666667,3,5
"1168",1208,"0","0","1","1","0",2,"2","correct",4,0,"1","1","1","1","0","0","0","0",2,1,3,4,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",3,3,3,4,2,1,2,2,4,5,7,7,6,1,3,1,1,"1/2 hour to 1 hour ","Less than once a week","Labour",40,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.25,1.66666666666667,3.66666666666667,6.66666666666667
"1169",1209,"1","0","1","1","0",1,"2","correct",3,0,"1","0","1","1","0","0","0","0",2,5,3,1,4,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",6,6,6,5,2,6,2,2,5,3,5,6,6,1,5,2,3,"1 to 2 hours ","Once a week	","Labour",48,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.75,3.33333333333333,3.33333333333333,5.66666666666667
"1170",1210,"0","1","0","1","0",1,"2","correct",2,0,"0","1","1","0","0","0","0","0",4,3,2,1,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,4,3,5,2,6,5,5,5,5,5,2,5,2,2,"1/2 hour to 1 hour ","2-5 times a day","Labour",49,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",4.75,3.33333333333333,5.33333333333333,5
"1171",1211,"0","1","0","0","1",2,"1","incorrect",3,0,"1","1","0","1","0","0","0","0",3,2,6,1,4,5,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,5,2,5,2,2,2,6,3,6,7,6,6,1,4,2,2,"1 to 2 hours ","Once a day	","Labour",28,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.5,2,5,6.33333333333333
"1172",1212,"1","1","0","0","1",2,"Not sure","incorrect",1,0,"0","0","0","1","0","0","0","0",1,2,4,5,3,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",6,6,6,6,2,2,2,5,3,5,5,6,6,2,4,2,2,"1/2 hour to 1 hour ","2-5 times a day","Conservative",37,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",6,2,4.33333333333333,5.66666666666667
"1173",1213,"0","1","0","0","1",3,"1","incorrect",2,0,"0","1","0","1","0","0","0","0",2,1,5,4,3,6,"","Not sure",3,5,4,3,2,2,2,5,2,2,6,6,6,1,2,2,2,"1/2 hour to 1 hour ","Once every couple of days	","Conservative",51,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",3.75,2,3,6
"1174",1214,"0","0","1","0","1",4,"4","incorrect",3,0,"1","1","0","1","0","0","0","0",2,1,3,4,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,5,5,5,3,2,3,6,6,5,6,6,6,2,5,1,1,"1/2 hour to 1 hour ","Never","I do not identify with any political party",56,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,2.66666666666667,5.66666666666667,6
"1175",1215,"1","0","1","0","1",5,"2","correct",1,0,"0","0","0","1","0","0","0","0",2,4,3,1,5,6,"the unemployed and less fortunate","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,6,5,5,4,4,3,5,6,5,6,6,6,2,4,2,2,"1 to 2 hours ","More than five times a day	","Labour",54,"Male","A-level, or equivalent","White",5,3.66666666666667,5.33333333333333,6
"1176",1216,"0","0","1","1","0",5,"3","incorrect",4,0,"1","1","1","1","0","0","0","0",2,1,5,4,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,5,5,7,5,7,4,7,7,7,5,5,5,3,5,3,4,"1/2 hour to 1 hour ","2-5 times a day","Labour",55,"Male","Postgraduate (e.g. M.Sc, Ph.D)","Black",5.25,5.33333333333333,7,5
"1177",1217,"0","1","0","0","1",3,"3","incorrect",2,0,"1","0","0","1","0","0","0","0",5,1,4,3,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,5,6,6,1,1,2,4,4,6,6,7,7,1,4,1,2,"1/2 hour to 1 hour ","Once a day	","Conservative",53,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5.75,1.33333333333333,4.66666666666667,6.66666666666667
"1178",1218,"0","1","0","1","0",1,"2","correct",1,1,"0","0","0","1","0","1","0","0",2,4,1,3,5,6,"Don’t know","There are no regulatory controls on any type of political advertising during UK elections",1,1,1,1,1,1,1,1,1,1,7,7,7,1,1,1,1,"None, No time at all ","Less than once a week","Labour",59,"Male","GCSE level, or equivalent","White",1,1,1,7
"1179",1219,"1","0","1","0","1",2,"0","incorrect",1,1,"0","0","0","1","1","0","0","0",3,4,2,1,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,6,6,2,3,2,3,6,5,7,7,6,2,4,1,4,NA,"2-5 times a day","Conservative",57,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,2.33333333333333,4.66666666666667,6.66666666666667
"1180",1220,"1","1","0","1","0",2,"3","incorrect",2,0,"0","0","1","1","0","0","0","0",2,1,5,3,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,3,4,4,7,1,4,1,1,1,7,7,6,2,1,1,1,"None, No time at all ","Never","Liberal Democrat",30,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",3.5,4,1,6.66666666666667
"1181",1221,"0","1","0","0","1",2,"Not sure","incorrect",4,0,"1","1","1","1","0","0","0","0",1,3,5,2,4,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",6,6,6,5,2,2,2,5,5,5,6,6,6,2,4,2,5,"1/2 hour to 1 hour ","2-5 times a day","Labour",27,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.75,2,5,6
"1182",1222,"1","0","1","1","0",4,"0","incorrect",3,0,"1","1","0","1","0","0","0","0",1,2,5,4,3,6,"","Not sure",5,5,5,5,2,2,3,1,1,2,6,7,7,2,1,1,2,"Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",55,"Female","GCSE level, or equivalent","White",5,2.33333333333333,1.33333333333333,6.66666666666667
"1183",1223,"0","1","0","0","1",2,"2","correct",1,0,"1","0","0","0","0","0","0","0",2,4,3,1,5,6,"","Not sure",2,2,2,3,5,3,4,5,1,1,6,5,5,2,2,2,1,"1/2 hour to 1 hour ","More than five times a day	","Conservative",66,"Female","A-level, or equivalent","White",2.25,4,2.33333333333333,5.33333333333333
