"id","Training.condition","Advert.1","Advert.2","Advert.3","Advert.4","election_reg","recall_num","recall_correct","name_correct","name_incorrect","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","useful_rank_1","useful_rank_2","useful_rank_3","useful_rank_4","useful_rank_5","useful_rank_6","useful_rank_6_TEXT","reg_know","EPE_1","EPE_2","EPE_3","EPE_4","general_confidence_1","general_confidence_2","general_confidence_3","general_confidence_4","general_confidence_5","general_confidence_6","general_confidence_7","general_confidence_8","general_confidence_9","democracy","political_interest","external_efficacy","internal_efficacy","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","EPE_mean","political_trust","political_mistrust","political_cynicism"
1051,"0","1","0","0","1",2,"2","correct",3,0,"1","0","1","1","0","0","0","0",1,4,3,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,3,3,3,5,5,5,3,5,5,2,4,2,2,"1 to 2 hours ","Never","Labour",40,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,3,5,4.33333333333333
1052,"1","0","1","1","0",4,"2","correct",2,0,"1","0","0","1","0","0","0","0",3,2,4,1,5,6,"","Not sure",3,5,3,5,2,2,2,2,5,5,6,6,6,1,3,1,2,"Less than 1/2 hour ","2-5 times a day","Green Party",24,"Male","Postgraduate (e.g. M.Sc, Ph.D)","Mixed",4,2,4,6
1053,"1","1","0","1","0",3,"3","incorrect",2,1,"1","0","0","1","0","0","1","0",6,2,1,4,3,5,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,6,5,6,2,4,3,4,5,7,6,6,6,3,3,2,3,"Less than 1/2 hour ","Never","Conservative",55,"Male","A-level, or equivalent","White",5.5,3,5.33333333333333,6
1054,"0","0","1","1","0",3,"3","incorrect",3,0,"1","1","1","0","0","0","0","0",2,6,4,5,1,3,"","Not sure",2,3,3,3,3,3,3,1,1,1,5,5,5,3,3,2,3,"1/2 hour to 1 hour ","Once a day	","Liberal Democrat",54,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2.75,3,1,5
1055,"1","0","1","1","0",5,"2","correct",2,0,"1","1","0","0","0","0","0","0",1,5,4,2,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,4,5,5,3,3,3,3,5,6,6,7,6,2,3,2,2,"Less than 1/2 hour ","2-5 times a day","Labour",31,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,3,4.66666666666667,6.33333333333333
1056,"0","1","0","0","1",1,"1","incorrect",3,0,"1","1","0","1","0","0","0","0",1,3,5,4,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,4,5,6,2,3,2,3,5,3,6,6,5,2,3,2,2,"Less than 1/2 hour ","2-5 times a day","Labour",38,"Male","A-level, or equivalent","White",4.5,2.33333333333333,3.66666666666667,5.66666666666667
1058,"0","1","0","0","1",7,"2","correct",1,1,"1","0","0","0","0","1","0","0",4,5,3,2,6,1,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",6,7,7,6,1,1,2,2,2,4,7,7,7,2,2,1,1,"Less than 1/2 hour ","Never","I do not identify with any political party",23,"Male","A-level, or equivalent","White",6.5,1.33333333333333,2.66666666666667,7
1059,"0","0","1","0","1",4,"Not sure","incorrect",1,0,"0","0","0","1","0","0","0","0",4,2,5,6,3,1,"TOM CRUISE","Not sure",4,4,4,4,3,3,3,3,3,3,3,3,3,2,1,3,2,"Less than 1/2 hour ","Once a day	","Conservative",52,"Female","A-level, or equivalent","White",4,3,3,3
1060,"1","0","1","0","1",4,"1","incorrect",1,0,"1","0","0","0","0","0","0","0",1,4,2,5,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,6,3,6,1,1,1,2,3,1,6,5,6,2,3,1,2,"1/2 hour to 1 hour ","Once a day	","Labour",30,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,1,2,5.66666666666667
1061,"1","0","1","1","0",2,"2","correct",4,0,"1","1","1","1","0","0","0","0",1,5,4,2,3,6,"","Not sure",3,5,3,5,3,2,2,3,3,3,5,5,5,1,2,3,3,"None, No time at all ","Less than once a week","Labour",27,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Black",4,2.33333333333333,3,5
1062,"1","0","1","0","1",5,"4","incorrect",4,0,"1","1","1","1","0","0","0","0",1,3,5,4,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,4,5,3,3,3,1,2,1,5,5,6,2,4,3,3,"Less than 1/2 hour ","Once a day	","Labour",56,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,3,1.33333333333333,5.33333333333333
1063,"1","0","1","0","1",3,"3","incorrect",3,0,"1","1","0","1","0","0","0","0",1,2,5,3,4,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",2,3,3,3,2,3,2,5,2,5,5,5,6,2,5,2,3,"1 to 2 hours ","Never","Labour",70,"Female","A-level, or equivalent","White",2.75,2.33333333333333,4,5.33333333333333
1064,"1","0","1","0","1",3,"2","correct",2,0,"0","1","0","1","0","0","0","0",4,1,3,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,5,5,5,3,3,2,4,5,5,6,6,7,2,4,2,2,"1/2 hour to 1 hour ","Once a week	","Labour",31,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,2.66666666666667,4.66666666666667,6.33333333333333
1065,"1","0","1","0","1",4,"Not sure","incorrect",2,0,"1","0","1","0","0","0","0","0",2,3,5,4,1,6,"","Not sure",4,5,5,5,4,4,4,2,4,5,5,5,4,3,2,2,2,"None, No time at all ","Once a day	","I do not identify with any political party",27,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,4,3.66666666666667,4.66666666666667
1066,"0","1","0","0","1",3,"0","incorrect",1,1,"0","0","0","1","0","0","1","0",5,4,1,3,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,6,6,3,2,3,3,3,5,6,6,6,1,3,3,3,"Less than 1/2 hour ","Once a week	","Labour",38,"Male","GCSE level, or equivalent","White",6,2.66666666666667,3.66666666666667,6
1067,"0","1","0","1","0",4,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",5,3,1,2,4,6,"","Not sure",4,4,4,4,1,3,3,2,2,4,5,6,6,2,2,2,2,"Less than 1/2 hour ","Once every couple of days	","I do not identify with any political party",37,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Asian",4,2.33333333333333,2.66666666666667,5.66666666666667
1068,"1","1","0","1","0",5,"Not sure","incorrect",1,1,"0","0","0","1","0","0","1","0",2,3,5,6,1,4,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,4,4,5,4,3,5,1,4,1,6,6,6,3,1,2,1,"None, No time at all ","2-5 times a day","I do not identify with any political party",69,"Female","A-level, or equivalent","White",4.25,4,2,6
1069,"1","1","0","0","1",5,"3","incorrect",3,0,"1","1","0","1","0","0","0","0",1,3,4,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,3,3,3,2,1,2,2,5,5,6,7,7,2,3,1,2,"Less than 1/2 hour ","Once every couple of days	","Labour",29,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Asian",3,1.66666666666667,4,6.66666666666667
1070,"0","1","0","0","1",1,"Not sure","incorrect",2,0,"0","0","1","1","0","0","0","0",1,2,5,3,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,6,6,6,2,2,2,1,2,3,7,6,7,2,4,1,1,"Less than 1/2 hour ","More than five times a day	","Labour",40,"Female","GCSE level, or equivalent","White",5.75,2,2,6.66666666666667
1072,"1","0","1","1","0",3,"2","correct",2,0,"0","0","1","1","0","0","0","0",2,4,5,6,1,3,"","Not sure",5,5,4,5,4,3,4,3,3,3,5,6,5,2,3,2,2,"Less than 1/2 hour ","More than five times a day	","Labour",27,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,3.66666666666667,3,5.33333333333333
1073,"0","0","1","1","0",2,"0","incorrect",3,0,"1","1","0","1","0","0","0","0",3,4,1,2,5,6,"","There are no regulatory controls on any type of political advertising during UK elections",5,5,2,3,3,3,3,3,4,5,5,5,5,2,3,3,2,"Less than 1/2 hour ","Never","Labour",34,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",3.75,3,4,5
1074,"0","1","0","0","1",5,"3","incorrect",2,0,"1","0","0","1","0","0","0","0",1,2,4,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,6,6,6,2,3,3,2,5,5,6,6,6,1,3,2,2,"Less than 1/2 hour ","Never","Liberal Democrat",35,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5.5,2.66666666666667,4,6
1075,"0","1","0","0","1",4,"Not sure","incorrect",2,0,"1","0","0","1","0","0","0","0",1,5,2,4,6,3,"","There are no regulatory controls on any type of political advertising during UK elections",3,2,3,4,2,2,1,4,3,4,6,6,5,2,3,3,3,"Less than 1/2 hour ","Less than once a week","Liberal Democrat",47,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,1.66666666666667,3.66666666666667,5.66666666666667
1076,"0","1","0","0","1",2,"1","incorrect",3,0,"1","1","0","1","0","0","0","0",3,1,4,2,5,6,"","Not sure",5,5,5,5,1,1,2,4,3,2,7,7,7,2,3,1,1,"Less than 1/2 hour ","Once a day	","I do not identify with any political party",38,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",5,1.33333333333333,3,7
1077,"1","0","1","1","0",6,"4","incorrect",4,0,"1","1","1","1","0","0","0","0",1,2,3,4,5,6,"","Not sure",6,5,5,2,1,4,5,4,5,4,6,7,7,2,4,2,2,"1/2 hour to 1 hour ","2-5 times a day","Scottish National Party (SNP)",61,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,3.33333333333333,4.33333333333333,6.66666666666667
1078,"1","0","1","1","0",2,"3","incorrect",3,0,"1","1","0","1","0","0","0","0",1,4,5,2,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,3,3,3,5,3,2,3,5,3,5,6,5,2,3,3,3,"Less than 1/2 hour ","2-5 times a day","Conservative",76,"Female","A-level, or equivalent","White",3,3.33333333333333,3.66666666666667,5.33333333333333
1079,"1","0","1","0","1",4,"1","incorrect",2,0,"0","1","1","0","0","0","0","0",5,1,4,2,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,4,4,4,1,1,2,2,1,3,7,7,7,1,3,1,2,"None, No time at all ","Less than once a week","Labour",23,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,1.33333333333333,2,7
1080,"1","0","1","0","1",2,"0","incorrect",3,0,"1","1","0","1","0","0","0","0",1,3,4,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,2,2,2,2,2,2,2,2,2,5,2,6,1,3,2,1,"None, No time at all ","Once a day	","Labour",30,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,2,2,4.33333333333333
1081,"1","1","0","1","0",2,"0","incorrect",2,0,"1","0","0","1","0","0","0","0",1,5,2,3,4,6,"","There are no regulatory controls on any type of political advertising during UK elections",3,3,2,5,1,1,2,6,6,3,7,7,7,2,1,2,3,"None, No time at all ","2-5 times a day","I do not identify with any political party",41,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",3.25,1.33333333333333,5,7
1082,"0","0","1","1","0",2,"2","correct",2,0,"0","1","0","1","0","0","0","0",3,1,5,2,4,6,"","Not sure",5,5,5,5,5,4,2,3,5,3,5,5,5,2,4,1,1,"Less than 1/2 hour ","Never","Labour",36,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5,3.66666666666667,3.66666666666667,5
1083,"1","0","1","1","0",5,"1","incorrect",2,0,"0","0","1","1","0","0","0","0",1,2,5,4,6,3,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",5,5,6,5,4,5,4,5,5,5,5,4,5,2,4,2,2,"1 to 2 hours ","Once a day	","I do not identify with any political party",29,"Male","Postgraduate (e.g. M.Sc, Ph.D)","Other",5.25,4.33333333333333,5,4.66666666666667
1084,"1","1","0","1","0",1,"Not sure","incorrect",2,1,"1","1","0","0","0","0","1","0",1,3,5,2,4,6,"","There are no regulatory controls on any type of political advertising during UK elections",1,4,4,4,1,1,4,1,1,1,7,7,7,2,1,2,2,"None, No time at all ","Once a day	","I do not identify with any political party",24,"Male","GCSE level, or equivalent","White",3.25,2,1,7
1085,"1","0","1","0","1",2,"Not sure","incorrect",1,1,"0","1","0","0","0","1","0","0",1,2,3,4,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,4,5,4,3,2,4,4,5,5,5,6,5,2,3,2,2,"1/2 hour to 1 hour ","Once a day	","Labour",31,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.25,3,4.66666666666667,5.33333333333333
1086,"1","1","0","0","1",1,"2","correct",2,0,"1","1","0","0","0","0","0","0",1,2,5,3,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,3,5,3,2,3,5,5,4,5,7,6,1,4,2,2,"Less than 1/2 hour ","Once a week	","Labour",47,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,2.66666666666667,4.66666666666667,6
1087,"1","1","0","1","0",4,"Not sure","incorrect",2,0,"1","0","0","1","0","0","0","0",3,1,5,2,4,6,"","Not sure",6,6,6,6,1,1,1,6,3,6,2,7,6,1,5,1,1,"1/2 hour to 1 hour ","Never","Conservative",67,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,1,5,5
1088,"0","0","1","1","0",1,"3","incorrect",4,0,"1","1","1","1","0","0","0","0",4,1,3,5,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,7,6,6,1,1,2,6,7,7,7,7,7,2,5,1,1,"More than 2 hours ","Less than once a week","Labour",33,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6.25,1.33333333333333,6.66666666666667,7
1089,"0","1","0","0","1",1,"0","incorrect",4,0,"1","1","1","1","0","0","0","0",6,5,4,2,3,1,"no-one","There are no regulatory controls on any type of political advertising during UK elections",2,2,2,2,3,1,2,3,6,6,6,6,6,2,3,2,2,"None, No time at all ","Never","I do not identify with any political party",34,"Male","Other, please specify","White",2,2,5,6
1090,"0","1","0","0","1",2,"1","incorrect",3,0,"1","0","1","1","0","0","0","0",1,5,4,2,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,5,5,5,3,4,3,6,6,6,6,6,5,3,5,2,4,"1 to 2 hours ","2-5 times a day","Liberal Democrat",48,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,3.33333333333333,6,5.66666666666667
1091,"1","0","1","0","1",6,"Not sure","incorrect",0,0,"0","0","0","0","0","0","0","0",1,2,4,3,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",5,3,3,3,1,2,2,5,3,5,7,7,6,1,4,2,3,"Less than 1/2 hour ","Once every couple of days	","I do not identify with any political party",23,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",3.5,1.66666666666667,4.33333333333333,6.66666666666667
1092,"0","0","1","0","1",2,"0","incorrect",2,0,"1","1","0","0","0","0","0","0",1,2,5,3,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,4,5,6,4,2,4,3,3,4,6,6,5,2,3,1,2,"1/2 hour to 1 hour ","Once a week	","Conservative",62,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,3.33333333333333,3.33333333333333,5.66666666666667
